chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN807276.1	24190	0.55	0.67	0.39	0.91	0.58	0.92	0.91
KN807276.1	24196	1.00	1.00	0.77	1.00	0.99	0.92	0.95
KN807290.1	7512	0.86	0.70	0.91	0.73	0.97	0.80	0.91
KN807308.1	6181	1.00	0.87	0.75	0.85	0.98	1.00	0.73
KN807319.1	19088	0.52	0.24	0.60	0.21	0.24	0.73	0.27
KN807323.1	12925	0.82	0.32	0.62	0.82	0.19	0.45	0.53
KN807324.1	8906	0.98	0.95	0.94	0.59	0.88	0.55	0.89
KN807325.1	681	0.86	0.90	0.86	0.60	0.95	0.94	1.00
KN807329.1	5968	0.63	0.68	0.94	0.80	0.86	0.70	0.73
KN807329.1	5972	0.88	0.67	0.94	0.83	0.93	0.58	0.82
KN807329.1	16491	0.53	0.68	0.16	0.44	0.87	0.62	0.45
KN807332.1	4573	0.91	0.96	0.66	0.95	0.88	0.73	0.62
KN807334.1	2690988	0.24	0.65	1.00	0.43	0.50	0.67	0.53
KN807334.1	2984926	0.83	1.00	0.35	0.86	0.77	0.74	1.00
KN807334.1	3246418	0.56	0.41	0.62	0.67	0.46	0.63	0.32
KN807335.1	364026	0.80	0.72	0.56	0.38	0.91	0.52	0.52
KN807335.1	364042	0.84	0.89	1.00	0.46	0.94	0.45	0.48
KN807335.1	364071	0.69	0.80	0.98	0.50	0.72	0.57	1.00
KN807335.1	2284699	0.27	0.57	0.21	0.14	0.19	0.49	0.67
KN807380.1	8834	0.75	0.75	0.85	0.79	0.67	0.73	0.61
KN807380.1	8835	0.69	0.80	0.87	0.63	0.82	0.61	0.59
KN807380.1	8885	0.91	0.84	0.91	0.82	0.57	0.87	0.89
KN807380.1	8930	0.82	0.90	0.94	0.88	1.00	0.81	0.65
KN807381.1	9306	0.21	0.87	0.98	0.92	0.94	0.36	1.00
KN807381.1	9325	0.73	0.78	0.97	0.32	0.25	0.89	0.11
KN807381.1	9530	0.65	0.93	0.96	0.85	0.70	0.96	0.93
KN807381.1	9930	0.74	0.57	0.95	0.61	0.89	1.00	1.00
KN807381.1	9962	0.85	0.72	1.00	1.00	0.96	0.95	1.00
KN807381.1	9964	0.89	0.84	0.97	1.00	0.47	1.00	0.80
KN807381.1	9969	0.85	0.82	0.92	0.96	0.64	0.95	0.93
KN807381.1	9975	0.15	0.78	1.00	1.00	1.00	1.00	1.00
KN807388.1	13098	0.73	1.00	1.00	1.00	1.00	1.00	1.00
KN807408.1	5684	1.00	0.93	1.00	1.00	1.00	1.00	0.11
KN807408.1	5693	1.00	0.11	1.00	0.97	1.00	1.00	1.00
KN807408.1	5780	0.96	1.00	0.94	0.56	0.99	1.00	0.63
KN807424.1	16947	0.82	0.85	0.74	0.89	0.98	0.12	1.00
KN807424.1	16954	0.88	0.85	0.95	0.87	0.98	0.15	0.83
KN807424.1	16978	0.83	0.86	0.90	0.93	0.89	1.00	0.71
KN807424.1	16990	0.96	0.93	1.00	0.93	0.97	1.00	0.90
KN807424.1	17021	0.92	0.94	0.93	0.83	0.85	0.82	0.89
KN807424.1	17041	0.85	0.83	1.00	0.94	0.82	0.91	0.84
KN807431.1	10181	0.89	0.80	0.98	1.00	0.97	0.98	1.00
KN807435.1	19959	1.00	0.90	1.00	0.96	1.00	0.95	1.00
KN807435.1	19985	1.00	1.00	1.00	0.96	1.00	0.93	1.00
KN807435.1	19991	0.89	0.86	0.85	1.00	0.98	0.86	1.00
KN807435.1	20004	0.95	0.82	0.98	0.96	0.99	0.93	1.00
KN807471.1	13726	0.47	0.65	0.32	0.78	0.97	0.50	0.47
KN807471.1	13756	0.48	0.86	0.87	0.94	0.97	0.76	0.89
KN807483.1	9738	0.68	0.91	0.88	0.97	0.95	0.92	0.92
KN807490.1	8662	0.72	0.29	0.18	0.89	0.69	0.14	0.18
KN807493.1	24805	1.00	0.86	1.00	0.95	0.95	0.95	1.00
KN807493.1	24814	0.73	0.66	1.00	0.97	0.50	0.63	1.00
KN807493.1	24816	1.00	0.90	0.92	1.00	1.00	0.84	1.00
KN807493.1	24822	1.00	0.69	0.92	1.00	0.70	0.95	1.00
KN807493.1	24824	1.00	0.76	1.00	0.90	0.95	0.95	1.00
KN807493.1	24827	0.83	0.83	0.91	0.99	0.93	0.79	1.00
KN807493.1	24846	1.00	0.93	0.91	0.41	1.00	0.82	1.00
KN807510.1	10870	0.96	0.56	0.89	0.65	0.92	0.79	0.83
KN807510.1	16360	0.93	0.96	1.00	0.94	0.69	0.73	1.00
KN807510.1	16386	0.93	0.94	0.99	1.00	0.70	0.65	1.00
KN807510.1	16392	0.93	0.94	0.99	0.83	0.68	0.38	1.00
KN807510.1	16405	0.81	0.94	0.81	1.00	0.68	0.65	1.00
KN807536.1	18749	0.61	0.78	0.64	0.80	0.85	0.60	0.77
KN807554.1	21475	1.00	0.83	0.88	1.00	0.88	1.00	0.76
KN807558.1	9181	0.95	1.00	0.79	0.62	0.38	0.95	1.00
KN807584.1	18522	0.84	0.95	0.55	0.83	0.90	0.86	0.75
KN807584.1	18574	0.90	0.88	0.90	0.91	0.95	0.89	0.81
KN807584.1	18577	0.87	0.88	0.91	0.82	0.73	0.95	0.83
KN807584.1	18590	0.90	0.88	0.95	0.95	0.84	0.89	0.86
KN807584.1	18612	0.79	0.79	0.97	0.90	0.94	0.79	0.89
KN807595.1	9142	0.79	0.90	1.00	0.89	1.00	0.83	1.00
KN807595.1	9171	0.87	0.90	1.00	0.85	0.99	0.97	1.00
KN807611.1	469	0.81	0.72	0.87	0.72	0.79	1.00	1.00
KN807611.1	490	0.79	0.70	0.87	0.79	0.77	0.67	1.00
KN807611.1	501	0.72	0.53	0.78	0.82	0.74	0.22	1.00
KN807617.1	7626	0.82	0.81	0.76	0.42	0.93	0.69	1.00
KN807628.1	8225	0.45	0.92	0.92	0.94	0.92	0.65	1.00
KN807690.1	14727	0.74	0.95	0.83	0.77	0.97	0.97	0.88
KN807700.1	11990	0.47	0.85	0.45	0.65	0.94	1.00	1.00
KN807700.1	11992	1.00	0.79	0.16	0.82	1.00	1.00	1.00
KN807700.1	11998	1.00	0.78	0.51	0.82	0.80	1.00	1.00
KN807700.1	12000	1.00	0.88	0.97	1.00	0.94	1.00	1.00
KN807700.1	12003	1.00	0.60	1.00	0.94	0.47	0.46	1.00
KN807700.1	12022	1.00	0.87	0.20	0.71	1.00	1.00	0.92
KN807705.1	8506	0.92	0.98	0.99	0.94	0.94	1.00	0.82
KN807705.1	8518	0.97	1.00	0.95	0.89	0.91	0.98	0.90
KN807711.1	2673	0.95	0.88	0.89	1.00	0.98	0.28	1.00
KN807711.1	2685	1.00	1.00	1.00	1.00	1.00	0.27	1.00
KN807718.1	11653	1.00	0.95	0.89	0.48	1.00	0.92	1.00
KN807718.1	11672	0.81	0.88	0.89	0.99	0.92	0.42	1.00
KN807718.1	11675	1.00	0.85	1.00	0.93	0.57	0.96	1.00
KN807718.1	11677	1.00	0.76	0.90	1.00	0.87	0.96	1.00
KN807718.1	11683	1.00	0.93	0.87	1.00	1.00	0.92	1.00
KN807718.1	11685	0.76	0.46	1.00	0.97	0.60	0.85	1.00
KN807718.1	11694	1.00	0.93	1.00	0.95	0.97	0.96	1.00
KN807725.1	4620	0.48	0.67	0.90	0.95	0.98	0.95	0.88
KN807725.1	4650	0.57	0.41	0.29	0.49	0.93	0.79	0.48
KN807749.1	9845	0.89	0.83	0.99	0.94	0.97	0.97	1.00
KN807749.1	9856	0.78	0.95	0.94	0.91	0.97	0.94	0.94
KN807749.1	9874	0.89	0.91	0.94	0.93	0.90	0.96	0.88
KN807752.1	11949	0.57	0.89	0.44	0.95	0.75	0.86	0.59
KN807752.1	11981	0.90	0.86	0.46	0.82	0.76	0.86	0.68
KN807752.1	11983	0.88	0.90	0.45	0.95	0.61	0.90	0.63
KN807752.1	11988	0.95	0.94	0.86	0.95	0.82	0.88	0.58
KN807752.1	11994	0.85	0.81	0.98	1.00	0.84	0.90	0.53
KN807767.1	6770	0.38	0.40	0.52	0.63	0.64	0.51	0.72
KN807768.1	9641	0.90	0.72	0.79	0.30	0.90	0.90	0.95
KN807768.1	9652	0.86	0.78	0.76	0.40	0.94	0.91	1.00
KN807778.1	269	0.34	0.93	0.96	0.96	0.92	0.97	1.00
KN807778.1	276	0.98	0.93	0.98	1.00	0.94	1.00	0.92
KN807811.1	2806	1.00	0.99	0.58	1.00	1.00	1.00	1.00
KN807811.1	2811	0.92	1.00	0.71	0.88	0.96	1.00	1.00
KN807821.1	9626	0.65	0.86	1.00	0.82	0.81	1.00	1.00
KN807841.1	17179	0.75	0.83	1.00	1.00	0.86	1.00	0.89
KN807841.1	17187	0.75	1.00	1.00	0.86	0.93	1.00	0.89
KN807866.1	1307	0.90	0.96	0.94	0.72	0.78	0.99	0.85
KN807871.1	1215	1.00	0.83	0.80	0.97	0.58	0.98	0.12
KN807883.1	1731	1.00	0.94	1.00	1.00	1.00	1.00	0.76
KN807887.1	19666	0.99	0.84	0.91	0.97	1.00	1.00	1.00
KN807895.1	10399	0.85	0.71	1.00	0.96	0.95	0.69	0.25
KN807900.1	54278	0.32	0.62	0.80	0.15	0.49	0.52	0.70
KN807908.1	470	0.89	0.99	0.75	0.87	0.94	0.85	0.98
KN807908.1	481	0.97	0.96	0.75	0.90	0.97	0.85	0.64
KN807908.1	491	0.97	0.96	0.83	0.90	0.98	0.92	0.91
KN807915.1	4076	0.89	0.91	1.00	0.89	0.99	1.00	0.92
KN807915.1	4105	0.85	0.94	0.96	0.93	1.00	1.00	1.00
KN807919.1	8764	0.56	1.00	0.84	1.00	1.00	1.00	1.00
KN807919.1	8773	1.00	1.00	0.41	1.00	0.98	0.95	1.00
KN807919.1	8791	1.00	0.97	0.45	1.00	0.97	1.00	1.00
KN807925.1	4559	0.19	0.18	0.17	0.32	0.21	0.23	0.24
KN807925.1	4568	0.94	0.86	0.90	1.00	0.90	1.00	0.95
KN807925.1	4577	0.95	0.82	0.46	0.87	0.95	0.92	0.81
KN807949.1	145	0.94	0.98	0.93	0.83	1.00	0.39	0.75
KN807992.1	5598	0.93	1.00	1.00	0.61	1.00	1.00	1.00
KN807992.1	5620	0.88	0.86	0.54	0.98	0.89	1.00	0.92
KN807992.1	5790	0.92	0.70	0.35	0.75	0.94	0.81	0.82
KN808060.1	2856	0.60	0.89	0.85	0.47	0.94	0.89	0.81
KN808063.1	13988	0.87	0.96	1.00	1.00	0.97	0.92	1.00
KN808063.1	13996	0.70	0.98	1.00	1.00	0.57	0.77	1.00
KN808097.1	7256	0.76	0.76	0.78	0.84	0.79	0.82	0.68
KN808097.1	7281	0.83	0.75	0.95	0.73	0.84	0.77	0.95
KN808108.1	4381	1.00	0.66	0.94	1.00	0.90	0.95	0.85
KN808108.1	4388	1.00	0.98	1.00	0.98	0.95	0.98	0.93
KN808108.1	4412	0.99	1.00	0.94	0.98	0.95	0.97	0.88
KN808129.1	11672	1.00	0.96	0.98	0.87	0.90	1.00	1.00
KN808129.1	11686	0.95	0.62	1.00	0.62	0.99	0.92	1.00
KN808129.1	11699	0.60	0.86	0.52	1.00	0.95	0.92	0.20
KN808141.1	54	0.45	0.76	0.64	0.84	0.58	0.78	0.75
KN808175.1	8469	0.94	0.36	0.75	0.74	0.94	1.00	0.86
KN808175.1	8518	0.79	0.94	0.88	0.78	1.00	1.00	1.00
KN808191.1	8972	0.14	0.96	0.98	1.00	0.97	1.00	0.83
KN808191.1	8978	0.43	0.96	0.98	1.00	1.00	1.00	1.00
KN808191.1	8994	0.94	1.00	0.97	1.00	1.00	1.00	1.00
KN808195.1	2682	1.00	1.00	1.00	0.82	0.55	0.94	0.96
KN808201.1	12239	0.99	0.58	0.95	0.57	0.96	0.98	0.39
KN808201.1	12242	1.00	0.96	0.95	0.54	0.96	0.44	0.44
KN808201.1	12250	0.99	0.98	0.10	1.00	0.67	0.46	0.44
KN808201.1	12262	0.97	0.58	0.10	0.54	0.96	0.46	0.94
KN808201.1	14281	1.00	0.90	0.94	0.94	0.88	0.95	0.95
KN808201.1	14286	0.24	0.90	0.81	0.81	0.75	0.90	1.00
KN808201.1	14288	0.85	0.65	0.81	0.81	0.72	0.90	0.98
KN808201.1	14652	1.00	1.00	1.00	1.00	1.00	0.17	1.00
KN808201.1	14666	0.90	0.97	0.57	0.98	0.96	0.95	0.95
KN808201.1	14678	0.90	0.95	0.14	0.97	0.58	0.28	0.50
KN808211.1	3157	0.97	0.90	0.89	0.84	0.92	0.79	0.90
KN808211.1	3162	0.90	0.86	0.92	0.84	0.96	0.84	0.96
KN808211.1	3164	0.84	0.81	0.81	0.84	0.94	0.84	0.81
KN808211.1	3196	0.56	0.90	0.74	0.81	0.85	0.90	0.85
KN808211.1	3247	0.69	0.67	0.81	0.71	0.81	0.79	0.67
KN808211.1	3262	0.98	0.74	0.78	0.77	0.80	0.79	0.87
KN808211.1	3283	0.97	0.82	0.76	0.87	0.84	0.91	0.70
KN808211.1	3314	0.97	0.94	0.91	0.96	0.96	0.77	0.68
KN808213.1	12606	0.80	0.42	0.62	0.71	0.80	0.67	0.76
KN808222.1	3802	0.77	0.68	0.90	0.56	0.94	0.78	0.88
KN808222.1	3832	0.83	0.43	0.29	0.87	0.86	0.52	0.48
KN808227.1	179	0.83	0.97	0.95	1.00	0.90	0.90	1.00
KN808227.1	186	0.76	0.97	0.91	0.92	0.89	0.78	0.95
KN808247.1	13709	0.91	0.82	0.94	0.25	0.71	0.15	0.64
KN808272.1	11743	0.94	0.86	1.00	0.58	0.89	0.95	1.00
KN808272.1	11752	0.75	0.66	1.00	0.98	0.47	0.63	1.00
KN808272.1	11754	1.00	0.90	1.00	1.00	1.00	0.84	1.00
KN808272.1	11760	1.00	0.69	1.00	1.00	0.68	0.95	1.00
KN808272.1	11762	1.00	0.76	1.00	0.93	1.00	0.95	1.00
KN808272.1	11765	1.00	0.83	1.00	1.00	0.89	1.00	1.00
KN808272.1	11784	1.00	0.93	1.00	0.56	1.00	1.00	1.00
KN808291.1	16	0.77	0.45	0.46	0.92	0.75	0.88	0.70
KN808291.1	48	0.90	0.94	0.96	0.94	0.71	0.87	0.77
KN808291.1	55	0.96	0.99	0.53	0.95	0.88	0.93	0.92
KN808291.1	61	1.00	0.95	0.59	0.95	0.88	1.00	0.82
KN808291.1	16631	0.15	0.22	0.67	0.11	0.42	0.20	1.00
KN808311.1	7683	0.55	0.67	0.98	1.00	1.00	1.00	0.89
KN808311.1	7687	0.53	0.43	0.52	0.83	0.92	1.00	1.00
KN808311.1	7692	1.00	0.76	0.84	0.61	0.72	1.00	1.00
KN808311.1	7705	0.99	0.94	0.82	0.42	0.93	0.44	0.88
KN808311.1	7711	0.99	0.68	0.84	0.60	0.65	0.61	1.00
KN808327.1	11016	0.69	0.95	0.94	0.92	1.00	0.88	0.79
KN808360.1	5658	0.36	0.32	0.37	0.37	0.61	0.65	0.48
KN808360.1	5670	0.91	0.91	0.95	1.00	0.97	1.00	1.00
KN808360.1	5685	0.75	0.96	0.90	0.96	1.00	1.00	1.00
KN808360.1	5686	0.81	0.89	0.79	0.91	0.94	1.00	1.00
KN808360.1	5700	0.95	0.71	0.80	0.68	0.11	0.95	0.18
KN808363.1	7708	0.98	0.93	0.89	0.82	0.97	1.00	1.00
KN808364.1	12903	0.88	0.19	0.58	0.16	0.45	0.22	0.58
KN808364.1	12933	0.88	0.25	0.63	0.84	0.60	0.24	0.65
KN808364.1	13107	0.84	0.33	0.88	0.95	1.00	0.60	0.91
KN808364.1	13137	0.85	0.60	0.72	0.97	0.99	0.54	0.89
KN808365.1	4361	1.00	0.98	0.92	0.42	0.98	0.90	0.90
KN808395.1	1131	0.40	0.79	0.73	0.91	0.84	0.73	0.73
KN808395.1	1163	0.91	0.84	0.87	0.82	0.90	0.64	0.68
KN808395.1	1165	0.89	0.87	0.81	0.96	0.90	0.91	0.78
KN808395.1	1170	0.93	0.93	0.79	0.91	0.83	0.73	0.76
KN808395.1	1176	0.98	0.93	0.86	0.96	0.95	0.82	0.83
KN808410.1	5997	0.90	0.88	0.94	0.83	0.88	0.73	0.90
KN808410.1	6002	0.81	0.88	0.94	0.79	0.97	0.80	0.97
KN808410.1	6004	0.91	0.68	0.88	0.83	0.91	0.80	0.79
KN808410.1	6036	0.60	0.96	0.70	0.80	0.84	0.94	0.86
KN808411.1	95	0.76	0.92	0.83	0.65	0.93	0.95	0.88
KN808413.1	12840	0.45	0.70	0.53	0.83	0.52	0.62	0.45
KN808413.1	12852	1.00	1.00	0.87	1.00	1.00	0.60	1.00
KN808425.1	138	0.80	0.62	0.15	0.38	0.40	0.33	0.18
KN808445.1	5843	0.81	0.79	0.86	0.71	0.85	0.77	1.00
KN808445.1	6462	0.70	0.66	0.66	1.00	1.00	1.00	1.00
KN808447.1	4063	0.98	0.99	0.89	1.00	0.88	1.00	0.74
KN808447.1	4092	0.75	0.65	0.56	0.34	0.58	0.49	0.52
KN808450.1	3104	0.66	0.72	0.69	0.76	0.69	0.81	1.00
KN808450.1	3118	0.81	0.97	0.75	0.76	0.85	1.00	1.00
KN808450.1	3137	0.72	0.87	0.81	0.86	1.00	0.90	1.00
KN808450.1	3143	0.68	0.95	0.81	0.79	0.96	0.81	0.29
KN808477.1	7444	0.10	0.26	0.18	0.85	0.12	0.44	0.11
KN808499.1	5425	0.92	0.81	0.92	0.97	0.83	0.83	0.92
KN808499.1	5472	0.93	1.00	0.79	0.94	0.80	0.81	0.77
KN808528.1	4422	0.52	0.32	0.36	0.21	0.47	0.20	1.00
KN808539.1	7264	0.99	0.81	0.90	1.00	0.97	1.00	0.50
KN808539.1	7274	1.00	0.94	1.00	1.00	0.97	0.98	0.50
KN808563.1	3426	0.98	0.87	1.00	1.00	1.00	1.00	1.00
KN808563.1	7376	0.97	1.00	0.98	0.87	0.98	1.00	0.98
KN808566.1	8638	0.52	0.66	0.16	0.40	0.86	0.60	0.45
KN808569.1	6026	0.69	0.57	0.74	0.94	0.40	0.43	0.83
KN808569.1	6030	0.53	0.97	0.63	0.94	0.43	0.71	1.00
KN808569.1	6038	0.88	0.58	0.79	0.96	0.45	0.93	1.00
KN808569.1	6071	0.94	0.57	0.47	0.96	0.48	0.57	0.94
KN808583.1	10481	0.99	0.31	0.95	0.59	0.97	1.00	1.00
KN808614.1	566	0.93	0.96	0.69	0.92	0.39	0.44	0.68
KN808614.1	573	0.99	0.89	0.56	0.87	0.92	0.47	0.45
KN808614.1	579	0.43	0.91	0.56	0.85	0.85	0.44	0.68
KN808614.1	593	0.96	0.93	0.61	0.91	0.88	0.47	1.00
KN808614.1	3739	1.00	0.92	1.00	1.00	1.00	1.00	1.00
KN808614.1	3747	1.00	0.61	0.17	0.69	1.00	1.00	1.00
KN808614.1	3749	0.44	0.88	0.46	0.91	0.74	1.00	1.00
KN808615.1	1085	0.92	1.00	0.95	0.55	0.75	0.92	1.00
KN808615.1	1097	0.93	0.79	0.75	0.65	0.92	0.67	0.67
KN808657.1	9377	0.65	0.71	0.93	0.78	0.87	0.98	0.98
KN808678.1	6138	0.96	0.87	0.67	0.93	0.84	0.88	0.66
KN808678.1	6145	1.00	0.77	0.53	0.93	0.94	0.88	0.41
KN808678.1	6151	0.48	0.81	0.60	0.92	0.88	0.88	0.66
KN808678.1	6165	1.00	0.85	0.59	0.95	0.96	0.89	0.99
KN808732.1	3785	0.71	0.74	0.23	0.50	0.59	0.95	0.54
KN808732.1	4013	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN808732.1	4540	0.12	0.44	0.40	0.23	0.42	0.92	0.76
KN808735.1	6750	0.45	0.64	0.33	0.83	0.91	0.50	0.47
KN808735.1	6780	0.48	0.86	0.88	0.94	0.97	0.76	0.89
KN808839.1	10116	0.76	0.71	0.60	0.75	0.73	0.65	0.93
KN808866.1	11241	0.67	0.72	0.62	0.38	0.88	0.52	0.48
KN808866.1	11257	0.73	0.90	1.00	0.46	0.93	0.45	0.43
KN808866.1	11286	0.67	0.81	0.98	0.50	0.66	0.57	1.00
KN808888.1	11	1.00	0.69	1.00	0.97	0.98	0.81	0.93
KN808890.1	8149	0.40	1.00	0.94	0.88	0.93	0.85	1.00
KN808890.1	8158	0.29	1.00	0.85	1.00	0.74	0.88	0.97
KN808890.1	8168	0.95	1.00	0.95	0.92	0.94	0.76	0.97
KN808890.1	8173	0.95	0.40	0.84	0.83	0.94	0.79	0.74
KN808891.1	7821	0.98	0.87	0.94	0.32	1.00	1.00	0.93
KN808891.1	7842	0.96	0.93	0.94	0.92	0.93	1.00	0.86
KN808898.1	6649	0.49	0.37	0.75	0.52	0.86	0.94	0.92
KN808898.1	6726	0.65	0.94	0.88	0.88	0.85	0.86	1.00
KN808898.1	6735	0.68	0.32	0.67	0.81	0.80	0.76	0.17
KN808898.1	6767	0.85	0.57	0.56	0.94	1.00	0.62	1.00
KN808925.1	565	0.38	0.36	1.00	1.00	1.00	0.29	0.99
KN808925.1	596	0.75	1.00	1.00	1.00	0.98	0.29	1.00
KN808925.1	604	0.44	0.32	1.00	0.44	0.97	0.29	0.96
KN808952.1	10244	0.44	0.88	0.47	1.00	0.33	0.88	1.00
KN808958.1	4869	0.62	0.89	0.82	0.83	0.88	0.93	0.83
KN808958.1	4901	0.75	0.40	0.90	0.86	0.90	0.79	0.91
KN808958.1	4903	0.71	0.88	0.95	0.89	0.78	0.79	1.00
KN808958.1	4908	0.83	0.90	0.97	0.79	0.90	0.79	0.91
KN809023.1	5329	0.32	0.95	0.69	0.74	0.85	0.56	0.47
KN809025.1	6663	0.66	0.74	0.48	0.92	0.86	0.75	0.88
KN809026.1	2198	0.24	0.29	0.32	0.23	0.35	0.26	0.14
KN809119.1	8584	0.45	0.92	0.92	0.88	0.88	0.65	1.00
KN809150.1	1224	0.93	0.94	0.67	0.96	0.95	0.77	1.00
KN809150.1	1235	0.86	0.94	0.70	0.96	0.90	0.77	0.83
KN809150.1	1237	0.79	0.59	0.50	0.98	0.93	0.68	1.00
KN809150.1	1398	0.92	0.97	0.41	0.90	0.92	0.95	0.94
KN809172.1	1471	0.47	0.85	0.45	0.65	0.93	1.00	1.00
KN809172.1	1473	1.00	0.80	0.16	0.82	1.00	1.00	1.00
KN809172.1	1481	1.00	0.88	0.97	1.00	0.93	1.00	1.00
KN809172.1	1484	1.00	0.78	1.00	0.94	0.47	0.86	1.00
KN809172.1	1503	1.00	0.82	0.13	0.69	1.00	1.00	0.92
KN809179.1	9071	0.95	0.52	0.92	1.00	1.00	0.94	1.00
KN809192.1	4598	0.84	0.97	0.76	0.86	0.97	0.91	0.88
KN809217.1	3862	0.27	0.35	0.40	0.28	0.28	0.27	0.18
KN809217.1	3877	0.92	0.22	0.39	0.20	0.28	0.28	0.29
KN809217.1	3907	0.91	0.37	0.35	0.22	0.35	0.29	0.20
KN809221.1	10016	0.75	0.83	1.00	1.00	0.86	1.00	0.89
KN809221.1	10024	0.75	1.00	1.00	0.97	0.93	1.00	0.89
KN809225.1	9169	0.91	0.38	0.90	0.92	0.86	0.95	1.00
KN809225.1	9259	0.23	0.29	0.58	0.45	0.16	0.39	0.37
KN809225.1	9355	0.88	0.89	0.29	0.79	0.76	0.89	0.91
KN809233.1	8938	0.77	1.00	0.35	0.50	0.77	0.74	1.00
KN809235.1	11182	0.46	0.49	0.24	0.44	0.28	0.40	0.22
KN809238.1	3982	1.00	0.90	0.64	0.90	0.87	0.80	0.94
KN809253.1	175	0.45	0.75	0.64	0.84	0.59	0.78	0.75
KN809297.1	1736	0.40	0.73	0.16	1.00	0.96	0.91	1.00
KN809297.1	1772	0.95	0.69	0.94	0.93	0.82	0.85	0.93
KN809297.1	1779	0.95	1.00	0.99	0.71	0.89	0.86	1.00
KN809297.1	1783	1.00	1.00	0.97	0.93	0.96	0.93	0.94
KN809304.1	4128	1.00	1.00	0.96	1.00	0.80	0.57	1.00
KN809317.1	7554	0.69	0.72	0.70	0.69	0.53	0.60	0.65
KN809318.1	916	0.42	0.70	0.42	0.67	0.38	0.39	0.50
KN809320.1	7658	0.40	0.36	1.00	1.00	1.00	0.29	0.99
KN809320.1	7689	0.53	1.00	1.00	1.00	0.98	0.29	1.00
KN809320.1	7697	0.94	0.33	1.00	0.45	1.00	0.29	0.93
KN809338.1	4728	0.89	0.93	0.96	0.76	0.85	0.71	1.00
KN809340.1	826	0.88	0.89	0.89	0.86	0.97	0.80	0.92
KN809371.1	3381	0.91	0.93	0.47	0.96	0.33	0.94	1.00
KN809395.1	837	0.59	0.64	0.52	0.21	0.55	0.35	0.14
KN809397.1	6544	0.50	0.32	0.14	1.00	0.92	1.00	1.00
KN809406.1	9610	0.85	0.76	0.96	0.98	0.98	0.77	1.00
KN809459.1	3190	0.94	0.97	0.63	1.00	0.98	0.71	1.00
KN809470.1	33644	0.94	0.69	0.91	0.26	0.97	0.39	0.61
KN809544.1	5489	0.58	0.69	0.80	0.44	0.94	1.00	0.80
KN809544.1	5521	0.55	0.76	0.87	0.88	0.26	1.00	0.87
KN809544.1	5523	0.73	0.84	0.93	0.93	0.95	1.00	0.93
KN809544.1	5528	0.22	0.90	0.80	0.93	0.95	1.00	0.93
KN809573.1	2896	0.75	0.65	0.71	0.62	0.91	0.80	0.88
KN809573.1	2912	0.75	0.72	0.88	0.57	0.63	0.82	0.81
KN809573.1	2942	0.66	0.58	0.85	0.52	0.74	0.96	0.93
KN809638.1	6000	1.00	0.95	1.00	1.00	0.97	1.00	0.50
KN809638.1	6010	0.98	0.92	0.95	1.00	0.97	1.00	0.47
KN809737.1	4190	0.49	0.28	0.10	0.38	0.12	0.24	0.16
KN809767.1	3791	0.57	0.55	0.71	1.00	0.18	1.00	1.00
KN809851.1	5476	1.00	0.89	0.94	0.89	1.00	1.00	1.00
KN809851.1	5489	1.00	0.72	0.96	0.89	0.93	1.00	1.00
KN809851.1	5494	0.45	0.27	0.80	0.97	1.00	1.00	1.00
KN809851.1	5498	0.45	0.60	1.00	1.00	1.00	1.00	1.00
KN809867.1	203	0.75	0.98	0.83	0.85	0.97	0.91	0.88
KN809941.1	1607	0.64	0.78	0.65	0.73	0.85	0.60	0.77
KN809974.1	1346	0.92	1.00	0.98	0.96	1.00	0.96	0.69
KN809974.1	1350	0.84	0.93	0.98	0.84	0.99	0.96	0.83
KN810024.1	1437	0.78	0.62	0.59	0.27	0.60	0.10	0.20
KN810031.1	4503	0.74	0.97	0.81	0.86	0.97	0.83	0.81
KN810231.1	1	0.90	0.65	0.96	0.96	0.99	0.98	1.00
KN810231.1	14	0.90	0.52	0.72	1.00	0.99	0.88	1.00
KN810231.1	20	1.00	1.00	1.00	0.96	1.00	0.98	1.00
KN810231.1	46	0.90	0.81	1.00	0.96	1.00	0.98	1.00
KN810347.1	4132	0.80	0.88	0.75	0.85	0.90	0.88	0.85
KN810373.1	1475	1.00	0.97	0.93	1.00	1.00	0.70	1.00
KN810373.1	1509	0.70	1.00	0.87	0.92	0.90	0.78	0.44
KN810373.1	1515	0.85	1.00	0.93	0.97	0.93	1.00	1.00
KN810373.1	1520	0.87	1.00	0.93	0.97	0.80	0.91	0.33
KN810397.1	202	0.90	0.65	0.96	0.96	0.99	0.98	1.00
KN810397.1	215	0.90	0.52	0.72	1.00	0.99	0.88	1.00
KN810397.1	221	1.00	1.00	1.00	0.96	1.00	0.98	1.00
KN810397.1	247	0.90	0.81	1.00	0.96	1.00	0.98	1.00
KN810441.1	120	0.71	0.83	0.90	0.89	0.82	0.83	1.00
KN810530.1	3321	0.67	0.75	0.50	0.20	0.92	0.22	0.13
KN810538.1	1356	1.00	1.00	0.93	1.00	0.96	1.00	1.00
KN810548.1	884	0.94	0.87	1.00	0.95	0.89	0.95	1.00
KN810548.1	893	0.75	0.65	1.00	0.97	0.47	0.63	1.00
