chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352795	0.75	0.96	0.96	0.84	0.66	0.80	1.00
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	486234	0.25	0.10	0.33	0.18	0.28	0.14	0.22
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436691	0.52	0.50	0.25	0.76	0.44	0.59	0.39
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436693	0.13	0.16	0.25	0.50	0.33	0.45	0.39
KN811426.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811426.1:1:1563649:1 REF	1160561	0.92	0.38	1.00	0.72	0.69	0.76	0.71
KN811430.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811430.1:1:1503563:1 REF	1282421	0.81	0.83	0.52	0.90	0.92	0.83	0.61
KN811439.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811439.1:1:1480439:1 REF	142004	0.71	0.83	0.15	0.64	0.70	0.96	0.33
KN811439.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811439.1:1:1480439:1 REF	520355	0.85	0.91	1.00	0.57	1.00	0.42	1.00
KN811439.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811439.1:1:1480439:1 REF	520364	0.56	0.18	1.00	0.64	1.00	0.71	1.00
KN811443.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811443.1:1:1366826:1 REF	280888	0.97	0.94	0.66	0.98	0.97	0.98	0.88
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	2688819	0.33	1.00	1.00	0.93	0.86	0.60	0.23
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	2688832	0.20	0.81	1.00	0.94	0.98	0.97	0.40
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758959	0.63	0.93	1.00	0.64	1.00	0.92	1.00
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758966	0.52	0.86	1.00	0.71	0.97	0.92	1.00
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758979	0.67	0.79	1.00	0.46	0.85	0.76	1.00
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758998	0.62	0.56	1.00	0.97	0.92	0.88	0.95
KN811449.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811449.1:1:1417739:1 REF	914762	0.18	0.14	0.15	0.26	0.15	0.14	0.21
KN811450.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811450.1:1:1556078:1 REF	1517515	0.43	0.47	0.80	0.45	0.56	0.48	0.94
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	502347	1.00	0.86	1.00	0.97	1.00	0.28	0.96
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	506275	1.00	0.84	1.00	0.97	1.00	1.00	0.96
KN811463.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811463.1:1:1334877:1 REF	15728	0.10	0.13	0.19	0.33	0.11	0.23	0.38
KN811463.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811463.1:1:1334877:1 REF	233419	0.13	0.13	0.22	0.15	0.14	0.24	0.17
KN811463.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811463.1:1:1334877:1 REF	658089	0.29	0.27	0.24	0.50	0.17	0.29	0.57
KN811468.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811468.1:1:1275134:1 REF	601010	0.84	0.89	0.75	0.90	0.82	0.85	0.79
KN811468.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811468.1:1:1275134:1 REF	601013	0.90	0.89	0.92	0.90	0.86	0.93	0.86
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	665699	1.00	0.83	1.00	1.00	0.88	0.96	1.00
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	665705	1.00	0.83	1.00	1.00	1.00	0.96	1.00
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	665724	1.00	0.83	1.00	1.00	1.00	1.00	1.00
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	665738	1.00	0.83	1.00	1.00	1.00	1.00	1.00
KN811470.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811470.1:1:1281839:1 REF	561003	0.77	0.73	0.46	0.95	0.93	0.78	0.67
KN811470.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811470.1:1:1281839:1 REF	561631	0.97	0.64	0.91	0.94	0.94	0.90	1.00
KN811478.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811478.1:1:1300797:1 REF	768562	0.49	0.15	0.53	0.54	0.71	0.54	0.32
KN811482.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811482.1:1:1241205:1 REF	1140584	0.88	0.80	0.94	0.94	0.95	0.94	0.64
KN811485.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811485.1:1:1225691:1 REF	159560	1.00	1.00	1.00	0.70	1.00	0.97	1.00
KN811485.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811485.1:1:1225691:1 REF	159566	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811485.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811485.1:1:1225691:1 REF	159573	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933735	0.66	0.80	0.60	0.89	0.31	0.81	0.48
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933843	0.66	0.80	0.60	0.89	0.31	0.81	0.48
KN811514.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811514.1:1:1084111:1 REF	482792	0.56	0.97	0.64	0.78	0.83	0.64	0.85
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734557	0.63	0.87	1.00	0.64	1.00	0.92	1.00
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734564	0.52	0.87	1.00	0.71	0.97	0.88	1.00
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734577	0.67	0.80	1.00	0.46	0.85	0.77	1.00
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734596	0.62	0.67	1.00	0.97	0.92	0.85	0.95
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520550	0.89	0.98	0.89	0.31	0.71	0.15	0.85
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520560	0.96	1.00	1.00	0.82	0.80	0.90	0.14
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520571	0.96	0.92	1.00	0.87	0.85	0.94	1.00
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520587	0.58	1.00	1.00	0.58	0.80	0.53	1.00
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	521782	0.54	0.81	0.52	0.33	0.30	0.50	0.38
KN811527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811527.1:1:1040665:1 REF	974852	0.36	0.20	1.00	0.27	0.50	0.64	0.50
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	871003	0.17	0.28	0.17	0.17	0.26	0.26	0.60
KN811539.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811539.1:1:1012518:1 REF	686918	0.43	0.43	0.19	0.72	0.44	0.77	0.24
KN811541.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811541.1:1:1118871:1 REF	221257	0.86	1.00	0.98	0.91	0.81	0.94	0.42
KN811543.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811543.1:1:998419:1 REF	334846	0.89	0.47	1.00	0.87	0.14	0.77	0.56
KN811545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811545.1:1:1030267:1 REF	81894	0.88	0.40	0.94	0.71	0.67	0.75	0.67
KN811545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811545.1:1:1030267:1 REF	670344	0.63	0.87	1.00	0.65	1.00	0.46	1.00
KN811545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811545.1:1:1030267:1 REF	670351	0.52	0.87	1.00	0.71	0.98	0.94	1.00
KN811545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811545.1:1:1030267:1 REF	670364	0.67	0.80	1.00	0.46	0.85	0.88	1.00
KN811545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811545.1:1:1030267:1 REF	670383	0.62	0.67	1.00	0.97	0.93	0.92	0.95
KN811546.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811546.1:1:4170884:1 REF	3032705	1.00	0.98	1.00	0.93	0.33	1.00	1.00
KN811547.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811547.1:1:4072169:1 REF	735955	0.26	0.45	0.47	0.28	0.28	0.39	0.29
KN811547.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811547.1:1:4072169:1 REF	3877620	0.21	0.44	0.15	0.58	0.43	0.67	0.21
KN811558.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811558.1:1:1043175:1 REF	68158	0.61	0.76	0.76	0.74	0.75	0.73	0.37
KN811561.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811561.1:1:1036300:1 REF	256408	0.91	1.00	0.67	0.93	0.87	0.74	0.67
KN811561.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811561.1:1:1036300:1 REF	256586	0.70	0.50	0.75	0.73	0.58	0.74	0.45
KN811561.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811561.1:1:1036300:1 REF	256594	0.64	0.90	1.00	0.87	0.71	0.82	0.45
KN811570.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811570.1:1:901358:1 REF	243316	0.63	0.87	1.00	0.64	1.00	0.92	1.00
KN811570.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811570.1:1:901358:1 REF	243323	0.52	0.87	1.00	0.71	0.97	0.88	1.00
KN811570.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811570.1:1:901358:1 REF	243336	0.67	0.80	1.00	0.46	0.85	0.77	1.00
KN811570.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811570.1:1:901358:1 REF	243355	0.62	0.67	1.00	0.97	0.92	0.85	0.95
KN811572.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811572.1:1:963299:1 REF	370769	0.91	0.93	1.00	0.85	0.87	0.75	0.96
KN811572.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811572.1:1:963299:1 REF	877944	0.25	0.38	0.23	0.47	0.50	0.31	0.18
KN811572.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811572.1:1:963299:1 REF	878182	0.94	0.68	0.98	0.59	0.85	0.79	0.80
KN811576.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811576.1:1:949204:1 REF	930867	0.86	0.89	0.80	0.84	0.40	0.89	0.90
KN811576.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811576.1:1:949204:1 REF	930872	0.94	0.91	0.95	0.95	0.58	0.94	0.90
KN811576.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811576.1:1:949204:1 REF	930874	0.68	0.89	0.87	0.78	0.86	0.54	0.90
KN811577.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811577.1:1:959325:1 REF	264558	0.74	0.85	0.67	0.83	0.73	0.69	0.47
KN811577.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811577.1:1:959325:1 REF	264573	0.66	0.50	0.66	0.61	0.59	0.67	0.79
KN811592.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811592.1:1:869458:1 REF	249649	0.17	0.21	0.40	0.15	0.36	0.16	0.27
KN811593.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811593.1:1:846354:1 REF	770566	0.62	0.78	1.00	0.64	1.00	0.88	1.00
KN811593.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811593.1:1:846354:1 REF	770573	0.49	0.78	1.00	0.71	0.99	0.91	1.00
KN811593.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811593.1:1:846354:1 REF	770586	0.62	0.72	1.00	0.45	0.91	0.82	1.00
KN811593.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811593.1:1:846354:1 REF	770605	0.49	0.61	1.00	0.96	0.96	0.88	0.97
KN811601.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811601.1:1:999059:1 REF	301001	0.79	0.26	0.88	0.88	0.77	0.82	0.55
KN811601.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811601.1:1:999059:1 REF	319643	0.68	0.50	0.90	0.80	0.67	0.90	0.69
KN811601.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811601.1:1:999059:1 REF	572391	0.83	0.60	1.00	0.97	0.80	0.85	1.00
KN811601.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811601.1:1:999059:1 REF	572396	0.89	0.80	1.00	0.97	0.78	0.90	0.92
KN811604.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811604.1:1:955140:1 REF	180175	0.31	0.27	0.64	0.68	0.69	0.73	0.45
KN811604.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811604.1:1:955140:1 REF	628716	0.76	0.66	0.96	0.90	0.74	0.88	1.00
KN811604.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811604.1:1:955140:1 REF	628724	0.96	0.36	0.93	0.82	0.90	0.88	0.89
