chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN811292.1	2556038	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811292.1	2556047	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556049	0.09	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556068	0.00	0.00	0.00	0.00	0.00	0.08	0.00
KN811292.1	2556072	0.00	0.00	0.00	0.10	0.00	0.07	0.00
KN811292.1	2556641	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556645	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556661	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556845	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2556857	0.00	0.00	1.00	0.00	0.00	0.00	0.00
KN811292.1	2590310	0.44	0.87	1.00	0.69	1.00	0.93	1.00
KN811292.1	2590317	0.26	0.87	1.00	0.80	0.99	0.63	1.00
KN811292.1	2590330	0.78	0.80	1.00	0.62	0.81	0.84	1.00
KN811292.1	2590349	0.52	0.67	1.00	0.98	0.96	0.88	0.96
KN811292.1	2724740	0.00	0.43	0.00	0.00	0.00	0.00	0.00
KN811292.1	2724761	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2724786	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2724835	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2724842	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811292.1	2765020	0.10	0.69	0.00	0.05	0.35	0.58	0.00
KN811292.1	2780138	0.76	0.24	0.00	0.68	0.88	0.89	0.08
KN811292.1	2798377	0.60	0.95	0.56	0.82	0.57	0.56	0.00
KN811292.1	2861487	0.15	0.00	0.00	0.00	0.11	0.05	0.00
KN811292.1	2875310	0.00	0.35	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875400	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875403	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875407	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875409	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875414	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875417	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2875435	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2903063	0.00	0.00	0.00	0.00	0.06	0.00	0.00
KN811292.1	2903137	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN811292.1	2903152	0.00	0.00	0.01	0.00	0.06	0.00	0.00
KN811292.1	2903162	0.08	0.00	0.01	0.00	0.06	0.00	0.00
KN811292.1	2903189	0.00	0.00	0.00	0.00	0.06	0.00	0.00
KN811292.1	2903207	0.07	0.00	0.00	0.00	0.05	0.00	0.00
KN811292.1	2903214	0.00	0.00	0.00	0.00	0.05	0.06	0.00
KN811292.1	2903223	0.00	0.09	0.00	0.00	0.05	0.06	0.41
KN811292.1	2976936	0.00	0.00	0.00	0.09	0.00	0.00	0.00
KN811292.1	2976979	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2977048	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	2977060	0.00	0.00	0.01	0.00	0.26	0.00	0.00
KN811292.1	2977065	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	3017129	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811292.1	3155605	0.35	0.56	0.42	0.21	0.65	0.53	0.60
KN811292.1	3155628	0.12	0.22	0.00	0.54	0.00	0.19	0.00
KN811292.1	3155637	0.61	1.00	0.45	0.93	0.23	0.92	0.60
KN811293.1	308863	0.21	0.09	0.10	0.31	0.18	0.27	0.20
KN811293.1	354022	0.00	0.00	0.00	0.00	0.24	0.00	0.00
KN811293.1	354595	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	354643	0.00	0.15	0.00	0.00	0.00	0.13	0.63
KN811293.1	361874	0.07	0.46	0.04	0.83	0.22	0.04	1.00
KN811293.1	452912	0.09	0.00	0.00	0.00	0.00	0.05	0.00
KN811293.1	452933	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	452961	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	452970	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	452984	0.00	0.10	0.02	0.00	0.00	0.00	0.00
KN811293.1	452993	0.11	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453013	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453023	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453030	0.00	0.12	0.00	0.00	0.00	0.00	0.00
KN811293.1	453033	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453034	0.12	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453036	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453105	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453128	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453139	0.00	0.00	0.00	0.00	0.00	0.20	0.00
KN811293.1	453149	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453164	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	453179	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN811293.1	453205	0.00	0.00	0.00	0.08	0.00	0.00	0.00
KN811293.1	453225	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	828535	0.14	0.00	0.50	0.00	0.00	0.00	0.00
KN811293.1	1041072	0.00	0.00	0.00	0.00	0.00	0.16	0.00
KN811293.1	1041075	0.00	0.27	0.00	0.00	0.00	0.16	0.00
KN811293.1	1041147	0.14	0.00	0.00	0.00	0.00	0.16	0.66
KN811293.1	1041150	0.00	0.00	0.00	0.00	0.02	0.15	0.00
KN811293.1	1041187	0.00	0.02	0.00	0.00	0.00	0.16	0.00
KN811293.1	1041591	0.04	0.00	0.04	0.35	0.03	0.10	0.00
KN811293.1	1142739	0.00	0.01	0.00	0.00	0.00	0.06	0.00
KN811293.1	1142899	0.11	0.00	0.05	0.00	0.04	0.01	0.00
KN811293.1	1195340	0.00	0.00	0.00	0.00	0.05	0.00	0.00
KN811293.1	1195415	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1195446	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811293.1	1201388	0.00	0.28	0.00	0.00	0.00	0.00	0.00
KN811293.1	1201400	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1334365	0.00	0.00	0.00	0.00	0.00	0.33	0.01
KN811293.1	1334375	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1334385	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1334404	0.02	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1334407	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1339987	0.15	0.00	0.00	0.08	0.02	0.00	0.00
KN811293.1	1340004	0.08	0.00	0.00	0.53	0.15	0.23	0.00
KN811293.1	1419498	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1419504	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1419545	0.13	0.00	0.00	0.17	0.00	0.00	0.00
KN811293.1	1495722	0.00	0.23	0.00	0.00	0.01	0.07	0.00
KN811293.1	1495744	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495749	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495753	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495761	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495764	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495767	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495780	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495784	0.00	0.00	0.00	0.26	0.00	0.00	0.00
KN811293.1	1495791	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495794	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495798	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495804	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495815	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1495837	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1638071	0.13	0.00	0.00	0.62	0.59	0.00	0.00
KN811293.1	1650940	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1650962	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651556	0.00	0.04	0.00	0.00	0.00	0.00	0.01
KN811293.1	1651559	0.18	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651560	0.02	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651565	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651566	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651616	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811293.1	1651617	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651619	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651620	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651624	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651625	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651632	0.00	0.07	0.00	0.00	0.01	0.08	0.00
KN811293.1	1651633	0.00	0.00	1.00	0.00	0.00	0.00	0.00
KN811293.1	1651685	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651687	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1651698	0.06	0.02	0.02	0.03	0.01	0.03	0.05
KN811293.1	1651718	0.00	0.01	0.01	0.01	0.05	0.00	0.00
KN811293.1	1662508	0.00	0.42	0.00	0.16	0.41	0.20	0.00
KN811293.1	1793022	0.37	0.97	0.96	0.36	0.51	0.34	0.00
KN811293.1	1793053	0.38	0.97	1.00	0.71	0.66	0.53	1.00
KN811293.1	1793059	0.38	1.00	0.98	0.75	0.67	0.73	1.00
KN811293.1	1793181	0.23	0.00	0.02	0.24	0.22	0.29	0.00
KN811293.1	1799789	0.40	0.49	0.13	0.16	0.53	0.40	0.90
KN811293.1	1891420	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811293.1	1891813	0.00	0.00	0.00	0.01	0.00	0.20	0.01
KN811293.1	1891843	0.09	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1891852	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1891859	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1891863	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1891872	0.18	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892178	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892192	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892199	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892204	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811293.1	1892221	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892236	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892243	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1892257	0.13	0.00	0.00	0.02	0.00	0.08	0.00
KN811293.1	1983978	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	1984012	0.00	0.15	0.00	0.00	0.00	0.00	0.00
KN811293.1	1984031	0.00	0.12	0.00	0.27	0.00	0.73	0.00
KN811293.1	1985360	0.00	0.00	0.00	0.05	0.04	0.00	0.00
KN811293.1	2213624	0.02	0.07	1.00	0.04	0.98	0.97	0.11
KN811293.1	2213629	0.15	0.00	1.00	0.96	0.63	0.62	0.07
KN811293.1	2222260	0.06	0.00	0.01	0.01	0.00	0.09	0.00
KN811293.1	2228734	0.34	0.21	0.00	0.46	0.66	0.28	1.00
KN811293.1	2405355	0.92	0.93	0.88	0.95	0.88	0.93	0.81
KN811293.1	2405361	0.93	0.86	0.79	0.90	0.91	0.94	0.69
KN811293.1	2405362	0.82	0.89	0.18	0.80	0.07	0.63	0.59
KN811293.1	2405366	0.82	0.85	0.78	0.96	0.85	0.92	0.59
KN811293.1	2405367	0.98	0.72	0.17	0.85	0.66	0.82	0.95
KN811293.1	2405368	0.91	0.81	0.70	0.87	0.86	0.94	0.71
KN811293.1	2405369	0.95	0.80	0.20	0.56	0.80	0.83	0.67
KN811293.1	2405400	0.36	0.76	0.59	0.82	0.46	0.76	0.67
KN811293.1	2405401	0.97	0.80	0.45	0.49	0.98	0.66	0.76
KN811293.1	2405643	0.71	1.00	1.00	0.71	0.83	0.83	0.00
KN811293.1	2405981	0.92	0.19	0.53	0.78	0.52	1.00	0.02
KN811293.1	2406005	0.64	0.96	0.98	0.72	0.60	0.55	0.98
KN811293.1	2406024	0.74	0.92	0.98	0.70	0.86	0.60	0.12
KN811293.1	2424145	0.00	0.13	0.00	0.31	0.15	0.00	0.00
KN811293.1	2424348	0.05	0.00	0.00	0.14	0.00	0.00	0.00
KN811293.1	2424354	0.08	0.13	0.00	0.29	0.10	0.03	0.00
KN811293.1	2424369	0.12	0.00	0.00	0.57	0.00	0.00	0.00
KN811293.1	2497129	0.04	0.35	0.00	0.32	0.15	0.15	0.00
KN811293.1	2749341	0.00	0.07	0.01	0.00	0.00	0.12	0.00
KN811293.1	2749351	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2749364	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811293.1	2749372	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764642	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764647	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764651	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764661	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764668	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764850	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764889	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764894	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2764896	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2883609	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2883611	0.07	0.00	0.00	0.00	0.00	0.42	0.00
KN811293.1	2883615	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811293.1	2883627	0.00	0.00	0.00	0.00	0.00	0.39	0.00
KN811293.1	2883663	0.13	0.00	0.00	0.00	0.00	0.42	0.00
KN811293.1	2883679	0.00	0.00	0.00	0.01	0.00	0.42	0.00
KN811293.1	2883695	0.00	0.15	0.00	0.00	0.00	0.00	0.00
KN811293.1	2904702	0.00	0.02	0.00	0.17	0.00	0.06	0.07
KN811294.1	58	0.51	0.24	0.12	0.33	0.46	0.59	0.17
KN811294.1	55868	0.07	0.06	0.98	0.00	0.00	0.08	0.21
KN811294.1	56945	0.13	0.07	0.99	0.00	0.00	0.00	0.29
KN811294.1	58176	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	58178	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	58181	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	58207	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	82768	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	82770	0.00	0.00	0.00	0.00	0.10	0.00	0.00
KN811294.1	82771	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	82773	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	82863	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	118722	0.00	0.00	0.00	0.00	0.00	0.52	0.00
KN811294.1	118725	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	118736	0.00	0.05	0.00	0.00	0.00	0.00	0.00
KN811294.1	119056	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119064	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119079	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119083	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119092	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811294.1	119095	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119098	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119164	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811294.1	119167	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119187	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119194	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119203	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119206	0.00	0.00	0.00	0.00	0.00	0.36	0.00
KN811294.1	119215	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	119227	0.10	0.13	0.00	0.00	0.00	0.00	0.00
KN811294.1	119233	0.01	0.00	0.01	0.00	0.00	0.00	0.00
KN811294.1	119239	0.00	0.00	0.00	0.23	0.00	0.00	0.00
KN811294.1	119241	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	241503	0.18	0.17	0.22	0.05	0.18	0.14	0.44
KN811294.1	241530	0.35	0.23	0.34	0.21	0.42	0.32	0.00
KN811294.1	340347	0.69	0.74	0.36	0.87	0.94	0.82	0.60
KN811294.1	340361	0.62	0.95	0.94	0.95	0.83	0.96	0.87
KN811294.1	340382	0.62	1.00	1.00	0.96	0.97	0.84	0.87
KN811294.1	340553	0.72	0.12	0.99	0.93	0.91	0.58	1.00
KN811294.1	340561	0.52	0.14	0.99	0.85	0.83	0.84	0.51
KN811294.1	340562	0.90	0.95	0.94	0.72	0.79	0.98	0.55
KN811294.1	340569	0.59	1.00	1.00	0.84	0.84	0.79	1.00
KN811294.1	340570	0.96	0.97	0.95	0.93	0.79	0.88	0.86
KN811294.1	340611	0.66	0.94	1.00	0.86	0.90	0.56	0.00
KN811294.1	340618	0.64	0.97	0.99	0.95	0.82	0.80	0.00
KN811294.1	415099	0.07	0.01	0.01	0.00	0.00	0.15	0.00
KN811294.1	415117	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	415123	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	415142	0.00	0.00	0.27	0.00	0.00	0.00	0.00
KN811294.1	415144	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	415147	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	415186	0.00	0.00	0.00	0.00	0.10	0.20	0.00
KN811294.1	493049	0.09	0.00	0.00	0.00	0.01	0.00	0.00
KN811294.1	493052	0.08	0.27	0.00	0.00	0.00	0.00	0.00
KN811294.1	498901	0.00	0.00	0.00	0.04	0.00	0.04	0.00
KN811294.1	499421	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811294.1	499426	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811294.1	499430	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499438	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499447	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	499451	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499457	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499513	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499516	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499523	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499528	0.00	0.00	0.02	0.00	0.00	0.00	0.00
KN811294.1	499553	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499561	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	499665	0.17	0.00	0.00	0.10	0.00	0.00	0.00
KN811294.1	499666	0.00	0.02	0.00	0.00	0.00	0.39	0.00
KN811294.1	499674	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499684	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499687	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499689	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499695	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499705	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499707	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499743	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499746	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	499756	0.01	0.01	0.38	0.01	0.00	0.00	0.00
KN811294.1	499759	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	499772	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	499808	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499810	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499826	0.00	0.00	0.00	0.00	0.00	0.26	0.00
KN811294.1	499837	0.13	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499934	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	499942	0.00	0.01	0.00	0.00	0.00	0.00	0.01
KN811294.1	499964	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	611497	0.00	0.00	0.00	0.07	0.15	0.00	0.00
KN811294.1	611517	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	611518	0.00	0.00	0.00	0.00	0.07	0.00	0.00
KN811294.1	611542	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	611543	0.00	0.01	0.00	0.00	0.00	0.00	0.01
KN811294.1	611612	0.01	0.09	0.00	0.00	0.00	0.00	0.00
KN811294.1	611613	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	633155	0.00	0.00	0.00	0.00	0.10	0.00	0.00
KN811294.1	633181	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633238	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633240	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633244	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633254	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633264	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	633281	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	742183	0.00	0.09	0.00	0.01	0.56	0.02	0.54
KN811294.1	742200	0.08	0.12	0.03	0.62	0.02	0.28	0.00
KN811294.1	856939	0.36	0.30	0.01	0.64	0.58	0.56	0.00
KN811294.1	857205	0.54	0.60	0.00	0.40	0.54	0.61	0.00
KN811294.1	858413	0.02	0.60	0.00	0.04	0.22	0.26	0.00
KN811294.1	859130	0.70	0.76	1.00	0.82	0.76	0.73	1.00
KN811294.1	859147	0.94	0.96	1.00	0.92	0.91	0.84	0.23
KN811294.1	859152	0.79	0.99	1.00	0.95	0.87	0.95	1.00
KN811294.1	859161	0.96	0.99	0.71	0.97	0.94	0.93	0.24
KN811294.1	859554	0.88	0.58	0.42	0.96	0.96	0.96	1.00
KN811294.1	859586	0.45	0.82	0.42	0.94	0.46	0.79	1.00
KN811294.1	874043	0.74	0.71	0.03	0.83	0.94	0.63	0.08
KN811294.1	1026862	0.00	0.00	0.00	0.00	0.05	0.14	0.00
KN811294.1	1026867	0.00	0.43	0.00	0.10	0.12	0.00	0.00
KN811294.1	1026932	0.00	0.00	1.00	0.19	0.44	0.16	0.00
KN811294.1	1043223	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811294.1	1043240	0.12	0.00	0.00	0.00	0.24	0.00	0.00
KN811294.1	1043242	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN811294.1	1043272	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	1043279	0.00	0.00	0.00	0.11	0.00	0.77	0.00
KN811294.1	1043284	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1043291	0.13	0.00	0.01	0.00	0.00	0.77	0.00
KN811294.1	1043293	0.01	0.00	0.00	0.01	0.00	0.77	0.00
KN811294.1	1043874	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1043894	0.01	0.00	0.00	0.00	0.01	0.00	0.00
KN811294.1	1113030	0.00	0.00	0.00	0.05	0.07	0.10	0.00
KN811294.1	1113079	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1113091	0.00	0.00	0.00	0.01	0.12	0.00	0.00
KN811294.1	1113292	0.00	0.11	0.00	0.00	0.22	0.00	0.00
KN811294.1	1259159	0.85	0.46	0.03	0.53	0.63	0.35	0.95
KN811294.1	1259206	0.09	0.17	0.00	0.25	0.26	0.47	0.30
KN811294.1	1261152	0.18	0.16	0.02	0.77	0.13	0.21	0.00
KN811294.1	1307598	0.64	0.69	0.74	0.86	0.73	0.74	0.37
KN811294.1	1307754	0.39	0.33	0.23	0.35	0.38	0.61	0.42
KN811294.1	1308168	0.78	0.83	0.96	0.98	0.71	0.98	1.00
KN811294.1	1308173	0.87	0.63	0.99	0.99	0.81	0.96	1.00
KN811294.1	1308185	0.86	0.88	1.00	0.98	0.83	0.94	0.06
KN811294.1	1308190	0.85	0.92	1.00	0.98	0.83	0.97	1.00
KN811294.1	1329176	0.33	0.13	0.00	0.00	0.64	0.49	0.16
KN811294.1	1329181	0.72	0.94	1.00	0.91	0.78	0.86	0.60
KN811294.1	1361922	0.83	1.00	1.00	0.98	0.91	0.55	0.99
KN811294.1	1362735	0.86	0.82	1.00	0.81	0.72	0.83	0.62
KN811294.1	1362752	0.72	0.76	1.00	0.88	0.69	0.83	0.67
KN811294.1	1407337	0.32	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1412393	0.00	1.00	0.09	0.98	0.17	0.56	1.00
KN811294.1	1412418	1.00	1.00	1.00	1.00	0.17	1.00	0.00
KN811294.1	1412439	0.97	1.00	1.00	1.00	0.65	0.91	0.98
KN811294.1	1530720	0.64	1.00	0.94	0.72	1.00	0.99	0.71
KN811294.1	1562315	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	1562404	0.39	0.00	0.14	0.02	0.01	0.01	0.00
KN811294.1	1608969	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	1608976	0.00	0.00	0.00	0.00	0.00	0.09	0.00
KN811294.1	1608978	0.00	0.97	0.00	0.00	0.00	0.00	0.00
KN811294.1	1608984	0.00	1.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1608990	0.00	1.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1609000	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1609003	0.00	0.00	0.00	0.00	0.00	0.00	0.00
